BASE_PART_DESC,ALT_PART_DESC,SIMILARITY_SCORE
"Non Resettable Indicators Electric Indicator, Time Lag Blow, 5A, 250VAC, 150VDC, 1500A (IR), Inline/holder, 5x20mm","Non Resettable Indicators Electric Indicator, Medium Time Lag Blow, 4A, 250VAC, 125VDC, 1000A (IR), Inline/holder",0.94483566
"Non Resettable Indicators Electric Indicator, Time Lag Blow, 5A, 250VAC, 150VDC, 1500A (IR), Inline/holder, 5x20mm","Red Indicator, 5 X 20 mm Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 300VDC, 1500A (IR), Inline/holder, 5x20mm",0.8944447
"Non Resettable Indicators Electric Indicator, Time Lag Blow, 5A, 250VAC, 150VDC, 1500A (IR), Inline/holder, 5x20mm","Non Resettable Indicators Electric Indicator, Very Fast Blow, 10A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",0.856277
"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Ceramic Bulk CCC/PSE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Inline/holder, 5x20mm","Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic Melf 5 X 20mm Ceramic Bulk CCC/CSA/PSE/UL/cULus Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 300VDC, 1500A (IR), Inline/holder, 5x20mm",0.98267627
"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Ceramic Bulk CCC/PSE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Inline/holder, 5x20mm","Indicator Red Slow Blow Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic Box CCC/CSA/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Inline/holder, 5x20mm",0.9741764
"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Ceramic Bulk CCC/PSE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Inline/holder, 5x20mm","Indicator Red Slow Blow Movement 20A 250V Holder Plastic Melf 6.3 X 32mm Ceramic Bulk CE/CSA/PSE/UL/cULus Electric Indicator, Time Lag Blow, 20A, 250VAC, 250VDC, 400A (IR), Inline/holder, 3AB",0.97241724
"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Ceramic Bulk CCC/PSE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Inline/holder, 5x20mm","Indicator Red Slow Blow Movement 8A 250V Holder Plastic Melf 5 X 20mm Ceramic Bulk KC/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Inline/holder, 5x20mm",0.96904635
"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Ceramic Bulk CCC/PSE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Inline/holder, 5x20mm","Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 250VDC, 1500A (IR), Inline/holder, 5x20mm",0.96744204
"Indicator Red Slow Blow Movement 8A 250V Holder Plastic Melf 5 X 20mm Ceramic Bulk KC/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Inline/holder, 5x20mm","Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Ceramic Bulk CCC/PSE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Inline/holder, 5x20mm",0.96904635
"Indicator Red Slow Blow Movement 8A 250V Holder Plastic Melf 5 X 20mm Ceramic Bulk KC/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Inline/holder, 5x20mm","Indicator Red Slow Blow Movement 20A 250V Holder Plastic Melf 6.3 X 32mm Ceramic Bulk CE/CSA/PSE/UL/cULus Electric Indicator, Time Lag Blow, 20A, 250VAC, 250VDC, 400A (IR), Inline/holder, 3AB",0.9682354
"Indicator Red Slow Blow Movement 8A 250V Holder Plastic Melf 5 X 20mm Ceramic Bulk KC/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Inline/holder, 5x20mm","Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic Melf 5 X 20mm Ceramic Bulk CCC/CSA/PSE/UL/cULus Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 300VDC, 1500A (IR), Inline/holder, 5x20mm",0.96483135
"Indicator Red Slow Blow Movement 8A 250V Holder Plastic Melf 5 X 20mm Ceramic Bulk KC/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Inline/holder, 5x20mm","Indicator Red Slow Blow Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic Box CCC/CSA/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Inline/holder, 5x20mm",0.95821154
"Indicator Red Slow Blow Movement 8A 250V Holder Plastic Melf 5 X 20mm Ceramic Bulk KC/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Inline/holder, 5x20mm","Indicator Red Slow Blow Movement 3.15A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CSA/PSE/UL/VDE/cULus Electric Indicator, Time Lag Blow, 3.15A, 250VAC, 300VDC, 1500A (IR), Inline/holder, 5x20mm",0.9541743
"Indicator Red Slow Blow Movement 16A 250V Holder Plastic 5 X 20mm Ceramic Box CCC/CSA/PSE/UL/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Inline/holder, 5x20mm","Indicator Red Slow Blow Movement 3.15A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CSA/PSE/UL/VDE/cULus Electric Indicator, Time Lag Blow, 3.15A, 250VAC, 300VDC, 1500A (IR), Inline/holder, 5x20mm",0.967618
"Indicator Red Slow Blow Movement 16A 250V Holder Plastic 5 X 20mm Ceramic Box CCC/CSA/PSE/UL/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Inline/holder, 5x20mm","Indicator Red Slow Blow Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic Box CCC/CSA/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Inline/holder, 5x20mm",0.9628056
"Indicator Red Slow Blow Movement 16A 250V Holder Plastic 5 X 20mm Ceramic Box CCC/CSA/PSE/UL/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Inline/holder, 5x20mm","Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic Melf 5 X 20mm Ceramic Bulk CCC/CSA/PSE/UL/cULus Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 300VDC, 1500A (IR), Inline/holder, 5x20mm",0.95741546
"Indicator Red Slow Blow Movement 16A 250V Holder Plastic 5 X 20mm Ceramic Box CCC/CSA/PSE/UL/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Inline/holder, 5x20mm","Indicator Red Slow Blow Movement 16A 250V Holder Plastic 5 X 20mm Glass Box PSE/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 160A (IR), L, Inline/holder, 5x20mm",0.95602334
"Indicator Red Slow Blow Movement 16A 250V Holder Plastic 5 X 20mm Ceramic Box CCC/CSA/PSE/UL/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Inline/holder, 5x20mm","Indicator Red Slow Blow Movement 2A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2A, 250VAC, 250VDC, 1500A (IR), Inline/holder, 5x20mm",0.9538164
"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 6.3 X 32mm Glass Box UL Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 1500A (IR), H, Inline/holder","Indicator Red Slow Blow Movement 16A 250V Holder Plastic 6.3 X 32mm Glass Box UL Electric Indicator, Time Lag Blow, 16A, 250VAC, 1000A (IR), H, Inline/holder",0.9714751
"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 6.3 X 32mm Glass Box UL Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 1500A (IR), H, Inline/holder","Indicator Red Slow Blow Movement 2A 250V Holder Plastic 6.3 X 32mm Glass Box CSA Electric Indicator, Time Lag Blow, 2A, 250VAC, 35A (IR), Inline/holder",0.9655713
"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 6.3 X 32mm Glass Box UL Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 1500A (IR), H, Inline/holder","Indicator Red Slow Blow Movement 20A 250V Holder Plastic 6.3 X 32mm Glass Box CSA Electric Indicator, Time Lag Blow, 20A, 250VAC, 200A (IR), Inline/holder",0.9577859
"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 6.3 X 32mm Glass Box UL Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 1500A (IR), H, Inline/holder","Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Medium Time Lag Blow, 6.3A, 250VAC, 125VDC, 1000A (IR), Inline/holder",0.95246553
"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 6.3 X 32mm Glass Box UL Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 1500A (IR), H, Inline/holder","Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic 5 X 20mm Glass Box cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 100A (IR), Inline/holder",0.9493953
"Indicator Red Slow Blow Movement 16A 250V Holder Plastic 6.3 X 32mm Glass Box UL Electric Indicator, Time Lag Blow, 16A, 250VAC, 1000A (IR), H, Inline/holder","Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 6.3 X 32mm Glass Box UL Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 1500A (IR), H, Inline/holder",0.9714751
"Indicator Red Slow Blow Movement 16A 250V Holder Plastic 6.3 X 32mm Glass Box UL Electric Indicator, Time Lag Blow, 16A, 250VAC, 1000A (IR), H, Inline/holder","Indicator Red Slow Blow Movement 20A 250V Holder Plastic 6.3 X 32mm Glass Box CSA Electric Indicator, Time Lag Blow, 20A, 250VAC, 200A (IR), Inline/holder",0.96776927
"Indicator Red Slow Blow Movement 16A 250V Holder Plastic 6.3 X 32mm Glass Box UL Electric Indicator, Time Lag Blow, 16A, 250VAC, 1000A (IR), H, Inline/holder","Indicator Red Slow Blow Movement 2A 250V Holder Plastic 6.3 X 32mm Glass Box CSA Electric Indicator, Time Lag Blow, 2A, 250VAC, 35A (IR), Inline/holder",0.9640665
"Indicator Red Slow Blow Movement 16A 250V Holder Plastic 6.3 X 32mm Glass Box UL Electric Indicator, Time Lag Blow, 16A, 250VAC, 1000A (IR), H, Inline/holder","Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic 5 X 20mm Glass Box cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 100A (IR), Inline/holder",0.956697
"Indicator Red Slow Blow Movement 16A 250V Holder Plastic 6.3 X 32mm Glass Box UL Electric Indicator, Time Lag Blow, 16A, 250VAC, 1000A (IR), H, Inline/holder","Indicator Red Slow Blow Movement 16A 250V Holder Plastic 5 X 20mm Glass Box PSE/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 160A (IR), L, Inline/holder, 5x20mm",0.95632786
"Indicator Red Slow Blow Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 2A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 2A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9906715
"Indicator Red Slow Blow Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9867562
"Indicator Red Slow Blow Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.986041
"Indicator Red Slow Blow Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.6A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9842989
"Indicator Red Slow Blow Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 4A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 4A, 250VAC, 150VDC, 1500A (IR), Surface Mount",0.983914
"Indicators PN Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicators PN Electric Indicator, Time Lag Blow, 2A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.99547756
"Indicators PN Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicators PN Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9908449
"Indicators PN Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicators PN Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.98965585
"Indicators PN Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicators PN Electric Indicator, Time Lag Blow, 3.15A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.98733544
"Indicators PN Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicators PN Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Surface Mount",0.9863894
"Indicator Red Slow Blow Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 2A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 2A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9909035
"Indicator Red Slow Blow Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.98610735
"Indicator Red Slow Blow Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9857236
"Indicator Red Slow Blow Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.6A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9845071
"Indicator Red Slow Blow Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Surface Mount",0.98392344
"Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.6A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9928385
"Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.99149746
"Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 2A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 2A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.98776174
"Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 3.15A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 3.15A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.98735285
"Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9867562
"Indicators PN Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicators PN Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.99373746
"Indicators PN Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicators PN Electric Indicator, Time Lag Blow, 3.15A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9913378
"Indicators PN Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicators PN Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9908449
"Indicators PN Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicators PN Electric Indicator, Time Lag Blow, 2A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.99056315
"Indicators PN Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicators PN Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Surface Mount",0.9857875
"Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.6A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9928272
"Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9914225
"Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 3.15A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 3.15A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9874095
"Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 2A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 2A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9866386
"Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.98610735
"Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.6A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9928385
"Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.6A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9908048
"Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.6A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Surface Mount",0.9904554
"Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.6A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 2A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 2A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9856664
"Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.6A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 3.15A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 3.15A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9850184
"Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.6A, 250VAC, 300VDC, 1500A (IR), Surface Mount","Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 300VDC, 1500A (IR), Surface Mount",0.9928272
